 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
  8547/100000: episode: 224, duration: 0.078s, episode steps:  25, steps per second: 322, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8580/100000: episode: 225, duration: 0.097s, episode steps:  33, steps per second: 341, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.424 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8686/100000: episode: 226, duration: 0.303s, episode steps: 106, steps per second: 350, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8757/100000: episode: 227, duration: 0.206s, episode steps:  71, steps per second: 344, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.437 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8866/100000: episode: 228, duration: 0.306s, episode steps: 109, steps per second: 356, episode reward:  2.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.394 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8893/100000: episode: 229, duration: 0.081s, episode steps:  27, steps per second: 335, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.185 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8922/100000: episode: 230, duration: 0.089s, episode steps:  29, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.655 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8948/100000: episode: 231, duration: 0.091s, episode steps:  26, steps per second: 287, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  8975/100000: episode: 232, duration: 0.084s, episode steps:  27, steps per second: 321, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.593 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9005/100000: episode: 233, duration: 0.089s, episode steps:  30, steps per second: 335, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.533 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9037/100000: episode: 234, duration: 0.107s, episode steps:  32, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9067/100000: episode: 235, duration: 0.090s, episode steps:  30, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.333 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9092/100000: episode: 236, duration: 0.093s, episode steps:  25, steps per second: 268, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.080 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9119/100000: episode: 237, duration: 0.101s, episode steps:  27, steps per second: 266, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.704 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9152/100000: episode: 238, duration: 0.101s, episode steps:  33, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.242 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9180/100000: episode: 239, duration: 0.098s, episode steps:  28, steps per second: 285, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.036 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9206/100000: episode: 240, duration: 0.106s, episode steps:  26, steps per second: 245, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.462 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9241/100000: episode: 241, duration: 0.120s, episode steps:  35, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.571 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9266/100000: episode: 242, duration: 0.081s, episode steps:  25, steps per second: 310, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9337/100000: episode: 243, duration: 0.223s, episode steps:  71, steps per second: 318, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.662 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9438/100000: episode: 244, duration: 0.340s, episode steps: 101, steps per second: 297, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.475 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9464/100000: episode: 245, duration: 0.082s, episode steps:  26, steps per second: 318, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.231 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9489/100000: episode: 246, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9568/100000: episode: 247, duration: 0.234s, episode steps:  79, steps per second: 338, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.684 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9595/100000: episode: 248, duration: 0.087s, episode steps:  27, steps per second: 311, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9620/100000: episode: 249, duration: 0.080s, episode steps:  25, steps per second: 312, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9722/100000: episode: 250, duration: 0.290s, episode steps: 102, steps per second: 352, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.343 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9831/100000: episode: 251, duration: 0.310s, episode steps: 109, steps per second: 352, episode reward:  2.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.495 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9861/100000: episode: 252, duration: 0.090s, episode steps:  30, steps per second: 335, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.467 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9893/100000: episode: 253, duration: 0.096s, episode steps:  32, steps per second: 334, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.406 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9918/100000: episode: 254, duration: 0.089s, episode steps:  25, steps per second: 282, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9945/100000: episode: 255, duration: 0.085s, episode steps:  27, steps per second: 318, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.370 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9972/100000: episode: 256, duration: 0.078s, episode steps:  27, steps per second: 347, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.148 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9997/100000: episode: 257, duration: 0.086s, episode steps:  25, steps per second: 292, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10032/100000: episode: 258, duration: 0.105s, episode steps:  35, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.657 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10058/100000: episode: 259, duration: 0.075s, episode steps:  26, steps per second: 348, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.308 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10084/100000: episode: 260, duration: 0.099s, episode steps:  26, steps per second: 262, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.423 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10118/100000: episode: 261, duration: 0.103s, episode steps:  34, steps per second: 330, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.176 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10153/100000: episode: 262, duration: 0.100s, episode steps:  35, steps per second: 350, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.686 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10212/100000: episode: 263, duration: 0.177s, episode steps:  59, steps per second: 333, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.373 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10245/100000: episode: 264, duration: 0.100s, episode steps:  33, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.515 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10333/100000: episode: 265, duration: 0.246s, episode steps:  88, steps per second: 357, episode reward:  2.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.602 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10369/100000: episode: 266, duration: 0.106s, episode steps:  36, steps per second: 339, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10394/100000: episode: 267, duration: 0.073s, episode steps:  25, steps per second: 341, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10419/100000: episode: 268, duration: 0.094s, episode steps:  25, steps per second: 266, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10449/100000: episode: 269, duration: 0.094s, episode steps:  30, steps per second: 319, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10478/100000: episode: 270, duration: 0.084s, episode steps:  29, steps per second: 344, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.586 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10505/100000: episode: 271, duration: 0.094s, episode steps:  27, steps per second: 286, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10539/100000: episode: 272, duration: 0.133s, episode steps:  34, steps per second: 255, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.529 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10611/100000: episode: 273, duration: 0.332s, episode steps:  72, steps per second: 217, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.417 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10636/100000: episode: 274, duration: 0.113s, episode steps:  25, steps per second: 221, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10661/100000: episode: 275, duration: 0.120s, episode steps:  25, steps per second: 208, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10687/100000: episode: 276, duration: 0.113s, episode steps:  26, steps per second: 229, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.115 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10788/100000: episode: 277, duration: 0.414s, episode steps: 101, steps per second: 244, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.406 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10819/100000: episode: 278, duration: 0.130s, episode steps:  31, steps per second: 239, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.484 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10844/100000: episode: 279, duration: 0.126s, episode steps:  25, steps per second: 199, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.800 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10876/100000: episode: 280, duration: 0.146s, episode steps:  32, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.781 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10908/100000: episode: 281, duration: 0.171s, episode steps:  32, steps per second: 187, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.219 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10939/100000: episode: 282, duration: 0.156s, episode steps:  31, steps per second: 198, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.097 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10966/100000: episode: 283, duration: 0.141s, episode steps:  27, steps per second: 192, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.037 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 10995/100000: episode: 284, duration: 0.144s, episode steps:  29, steps per second: 201, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.448 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11021/100000: episode: 285, duration: 0.138s, episode steps:  26, steps per second: 189, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.115 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11048/100000: episode: 286, duration: 0.113s, episode steps:  27, steps per second: 239, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.519 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11079/100000: episode: 287, duration: 0.144s, episode steps:  31, steps per second: 215, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.355 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11105/100000: episode: 288, duration: 0.117s, episode steps:  26, steps per second: 223, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.654 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11141/100000: episode: 289, duration: 0.177s, episode steps:  36, steps per second: 203, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.250 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11167/100000: episode: 290, duration: 0.120s, episode steps:  26, steps per second: 217, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11192/100000: episode: 291, duration: 0.128s, episode steps:  25, steps per second: 196, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.720 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11219/100000: episode: 292, duration: 0.122s, episode steps:  27, steps per second: 222, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11246/100000: episode: 293, duration: 0.136s, episode steps:  27, steps per second: 199, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.296 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11274/100000: episode: 294, duration: 0.138s, episode steps:  28, steps per second: 203, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.321 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11302/100000: episode: 295, duration: 0.128s, episode steps:  28, steps per second: 218, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.321 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11358/100000: episode: 296, duration: 0.155s, episode steps:  56, steps per second: 361, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.554 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 11385/100000: episode: 297, duration: 0.106s, episode steps:  27, steps per second: 256, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.296 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
